Resource,Cooling Time,Current Time,Replicas,Mode,,,,
190.1535382,1702909244,1702911225,2,predict,1702911225,-0.098536093,167798385.1,86
190.3024871,1702909244,1702911246,2,predict,1702911246,-0.114160241,194404919.9,86
191.7478446,1702909244,1702911268,2,predict,1702911268,-0.115916529,197395722,86
195.5241699,1702909244,1702911289,2,predict,1702911289,-0.101092777,172152190.5,86
200.3367003,1702909244,1702911311,2,pid,1702911351,,,86
191.9191919,1702909244,1702911333,2,pid,1702911351,,,86
195.5768071,1702909244,1702911354,2,predict,1702911354,0.143193398,-243845491.2,95
189.9987574,1702909244,1702911376,2,predict,1702911376,0.028708899,-48888544.92,95
197.3619326,1702909244,1702911397,2,predict,1702911397,-0.015168689,25831096.47,95
181.3001661,1702909244,1702911419,2,predict,1702911419,-0.063104975,107462340,95
195.2861953,1702909244,1702911440,2,pid,1702911480,,,95
189.8148148,1702909244,1702911462,2,pid,1702911480,,,95
161.8904585,1702909244,1702911483,2,predict,1702911483,-0.366695953,624450887.1,101
164.5622896,1702909244,1702911505,2,pid,1702911545,,,101
165.4040404,1702909244,1702911527,2,pid,1702911545,,,101
165.3668498,1702909244,1702911548,2,predict,1702911548,0.027940405,-47579897.15,104
160.9638607,1702909244,1702911570,2,predict,1702911570,0.03719625,-63341784,105
173.8215488,1702909244,1702911591,2,pid,1702911631,,,105
173.4006734,1702909244,1702911613,2,pid,1702911631,,,105
160.9870577,1702909244,1702911634,2,predict,1702911634,-0.032756401,55781398.1,108
163.2996633,1702909244,1702911656,2,pid,1702911696,,,108
165.4040404,1702909244,1702911677,2,pid,1702911696,,,108
173.4063573,1702909244,1702911699,2,predict,1702911699,0.134241586,-228601422.7,111
168.5563909,1702909244,1702911721,2,predict,1702911721,0.067390865,-114760551.4,111
172.5589226,1702909244,1702911742,2,pid,1702911782,,,111
177.1885522,1702909244,1702911764,2,pid,1702911782,,,111
189.2656972,1702909244,1702911785,2,predict,1702911785,0.208432016,-354941177.1,115
189.5370872,1702909244,1702911807,2,predict,1702911807,0.1719472,-292810756.3,115
179.316241,1702909244,1702911828,2,predict,1702911828,0.085958409,-146379436.4,115
192.4993702,1702909244,1702911850,2,predict,1702911850,0.093160268,-158643565.4,115
179.0189836,1702909244,1702911872,2,predict,1702911872,0.044035166,-74987853.12,115
189.9403125,1702909244,1702911893,2,predict,1702911893,0.04944473,-84199862.24,115
174.635038,1702909244,1702911915,2,predict,1702911915,0.014326259,-24396205.17,115
184.7643098,1702909244,1702911936,2,pid,1702911976,,,115
177.1885522,1702909244,1702911958,2,pid,1702911976,,,115
190.5621594,1702909244,1702911980,2,predict,1702911980,0.096441435,-164231114.7,124
185.1325361,1702909244,1702912001,2,predict,1702912001,0.175243511,-298424113.9,125
201.1784512,1702909244,1702912023,2,pid,1702912063,,,125
195.2861953,1702909244,1702912045,2,pid,1702912063,,,125
191.9145197,1702909244,1702912066,2,predict,1702912066,-0.147774419,251646997.6,128
191.0007482,1702909244,1702912088,2,predict,1702912088,-0.117479318,200057106.6,128
191.9191919,1702909244,1702912109,2,pid,1702912149,,,128
192.3400673,1702909244,1702912131,2,pid,1702912149,,,128
191.2307397,1702909244,1702912153,2,predict,1702912153,-0.000531751,905682.9061,132
193.6026936,1702909244,1702912174,2,pid,1702912214,,,132
202.4410774,1702909244,1702912196,2,pid,1702912214,,,132
192.6650611,1702909244,1702912218,2,predict,1702912218,0.106538619,-181425747,135
203.4667012,1702909244,1702912239,2,predict,1702912239,0.085999624,-146449643.5,135
200.0999492,1702909244,1702912261,2,predict,1702912261,0.069417874,-118212380.1,135
208.6565814,1702909244,1702912283,2,predict,1702912283,0.079879898,-136028287,135
208.6170414,1702909244,1702912304,2,predict,1702912304,0.073258706,-124752978.2,135
213.3825155,1702909244,1702912326,2,predict,1702912326,0.078501171,-133680437.3,135
216.3299663,1702909244,1702912348,2,pid,1702912388,,,135
209.5959596,1702909244,1702912369,2,pid,1702912388,,,135
190.652429,1702909244,1702912391,2,predict,1702912391,-0.244880537,417010260.5,143
197.3905724,1702909244,1702912412,2,pid,1702912452,,,143
197.3905724,1702909244,1702912434,2,pid,1702912452,,,143
195.7884607,1702909244,1702912455,2,predict,1702912455,0.027586983,-46978052.6,146
190.8982179,1702909244,1702912477,2,predict,1702912477,-0.031944841,54399428.07,146
190.5865063,1702909244,1702912498,2,predict,1702912498,-0.049831989,84859673.6,146
174.8034939,1702909244,1702912520,2,predict,1702912520,-0.138302968,235518002.3,146
176.7676768,1702909244,1702912541,2,pid,1702912581,,,146
175.5050505,1702909244,1702912563,2,pid,1702912581,,,146
181.5375128,1702909244,1702912584,2,predict,1702912584,0.004715608,-8030118.761,152
184.0336172,1702909244,1702912606,2,predict,1702912606,0.01598192,-27215663.63,152
172.2317102,1702909244,1702912627,2,predict,1702912627,-0.046488881,79166646.61,152
176.7676768,1702909244,1702912649,2,pid,1702912689,,,152
179.2929293,1702909244,1702912670,2,pid,1702912689,,,152
191.3776382,1702909244,1702912692,2,predict,1702912692,0.143445537,-244275067.3,157
197.4161165,1702909244,1702912713,2,predict,1702912713,0.179883044,-306324958.9,157
211.2794613,1702909244,1702912735,2,pid,1702912775,,,157
202.020202,1702909244,1702912757,2,pid,1702912775,,,157
186.1507678,1702909244,1702912778,2,predict,1702912778,-0.195767461,333375067.3,161
174.8882218,1702909244,1702912800,2,predict,1702912800,-0.23247614,395886744,161
185.5443019,1702909244,1702912821,2,predict,1702912821,-0.176145868,299961207,161
185.7835842,1702909244,1702912843,2,predict,1702912843,-0.138025468,235045492.4,161
192.7609428,1702909244,1702912864,2,pid,1702912904,,,161
195.7070707,1702909244,1702912886,2,pid,1702912904,,,161
209.2766517,1702909244,1702912907,2,predict,1702912907,0.236124362,-402099050,167
190.6206897,1702909244,1702912929,2,predict,1702912929,0.033097908,-56362691.19,167
177.5088105,1702909244,1702912950,2,predict,1702912950,-0.067894117,115617925.7,167
187.955679,1702909244,1702912972,2,predict,1702912972,-0.061897735,105406610,167
173.8997022,1702909244,1702912993,2,predict,1702912993,-0.107615885,183260636.1,167
171.1180605,1702909244,1702913016,2,predict,1702913016,-0.119797328,204004573.3,167
169.6127946,1702909244,1702913037,2,pid,1702913077,,,167
171.2962963,1702909244,1702913059,2,pid,1702913077,,,167
181.5370012,1702909244,1702913080,2,predict,1702913080,0.129174154,-219972207.5,175
182.1274183,1702909244,1702913102,2,predict,1702913102,0.122820057,-209151731.8,175
188.2786553,1702909244,1702913123,2,predict,1702913123,0.122331457,-208319689,175
202.020202,1702909244,1702913145,2,pid,1702913185,,,175
208.7542088,1702909244,1702913166,2,pid,1702913185,,,175
220.3036861,1702909244,1702913188,2,predict,1702913188,0.468265286,-797414934.1,180
203.3490361,1702909244,1702913209,2,predict,1702913209,0.113729393,-193671107.5,180
196.993708,1702909244,1702913231,2,predict,1702913231,0.129164545,-219955831.2,180
190.846334,1702909244,1702913252,2,predict,1702913252,0.004932253,-8399027.84,180
196.2268031,1702909244,1702913274,2,predict,1702913274,0.020874304,-35546955.32,180
207.9819893,1702909244,1702913295,2,predict,1702913295,0.200375023,-341221114,185
189.308526,1702909244,1702913317,2,predict,1702913317,0.00791947,-13486005.14,185
197.4945806,1702909244,1702913338,2,predict,1702913338,-0.006690815,11394042.37,185
195.1274029,1702909244,1702913359,2,predict,1702913359,-0.004463351,7600864.639,185
191.5624531,1702909244,1702913381,2,predict,1702913381,-0.031080483,52927530.43,185
197.2768739,1702909244,1702913402,2,predict,1702913402,-0.025156849,42840095.78,185
195.6683637,1702909244,1702913424,2,predict,1702913424,-0.020774967,35378131.19,185
200.009019,1702909244,1702913445,2,predict,1702913445,-0.01386354,23608569.25,185
186.8824062,1702909244,1702913467,2,predict,1702913467,-0.026139337,44513187.88,185
193.6026936,1702909244,1702913488,2,pid,1702913528,,,185
192.3400673,1702909244,1702913510,2,pid,1702913528,,,185
180.0794242,1702909244,1702913531,2,predict,1702913531,-0.223693209,380930339.5,196
180.5555556,1702909244,1702913553,2,pid,1702913593,,,196
185.6060606,1702909244,1702913574,2,pid,1702913593,,,196
189.6673983,1702909244,1702913596,2,predict,1702913596,0.032769653,-55803730.91,199
190.7212901,1702909244,1702913617,2,predict,1702913617,0.085176284,-145047692.6,199
178.8259095,1702909244,1702913639,2,predict,1702913639,-0.044849225,76374508.58,199
175.7030298,1702909244,1702913660,2,predict,1702913660,-0.052613175,89595843.73,199
175.0841751,1702909244,1702913681,2,pid,1702913721,,,199
191.4983165,1702909244,1702913703,2,pid,1702913721,,,199
185.2501672,1702909244,1702913725,2,predict,1702913725,0.279268362,-475569759,205
170.6253655,1702909244,1702913746,2,predict,1702913746,0.030467,-51882519.12,205
186.8686869,1702909244,1702913768,2,pid,1702913808,,,205
186.8686869,1702909244,1702913789,2,pid,1702913808,,,205
182.1689149,1702909244,1702913811,2,predict,1702913811,0.04598613,-78310258.38,209
190.9188932,1702909244,1702913832,2,predict,1702913832,0.068757475,-117087895,209
194.8591698,1702909244,1702913854,2,predict,1702913854,0.079487324,-135359902.8,209
194.1916874,1702909244,1702913875,2,predict,1702913875,0.061869333,-105357983.7,209
200.3367003,1702909244,1702913897,2,pid,1702913937,,,209
215.0673401,1702909244,1702913918,2,pid,1702913937,,,209
199.3627963,1702909244,1702913940,2,predict,1702913940,0.116374709,-198175937.5,215
198.8286519,1702909244,1702913961,2,predict,1702913961,-0.002496383,4251295.914,215
207.0707071,1702909244,1702913983,2,pid,1702914023,,,215
215.0673401,1702909244,1702914004,2,pid,1702914023,,,215
229.5521483,1702909244,1702914026,2,predict,1702914026,0.417310564,-710643816.1,219
205.8723199,1702909244,1702914047,2,predict,1702914047,0.141949159,-241727033.7,219
227.2727273,1702909244,1702914069,2,pid,1702914109,,,219
207.4915825,1702909244,1702914091,2,pid,1702914109,,,219
208.7004413,1702909244,1702914112,2,predict,1702914112,-0.185881642,316540645,223
206.6498316,1702909244,1702914134,2,pid,1702914174,,,223
211.2794613,1702909244,1702914155,2,pid,1702914174,,,223
201.9198463,1702909244,1702914177,2,predict,1702914177,0.166373121,-283318967.2,226
222.1657211,1702909244,1702914198,2,predict,1702914198,0.203848339,-347136045.9,226
203.5996592,1702909244,1702914220,2,predict,1702914220,0.086087131,-146598820.9,226
211.8134027,1702909244,1702914241,2,predict,1702914241,0.083981184,-143012574.6,226
191.8937647,1702909244,1702914263,2,predict,1702914263,0.006225967,-10602115.68,226
198.5690377,1702909244,1702914284,2,predict,1702914284,-0.01856221,31610021.18,226
197.3905724,1702909244,1702914305,2,pid,1702914345,,,226
201.5993266,1702909244,1702914327,2,pid,1702914345,,,226
200.3318642,1702909244,1702914348,2,predict,1702914348,0.083720313,-142568353.9,234
202.896685,1702909244,1702914370,2,predict,1702914370,0.013774419,-23456488.27,235
187.7104017,1702909244,1702914391,2,predict,1702914391,-0.10540425,179494574,235
176.7277508,1702909244,1702914413,2,predict,1702914413,-0.171715775,292417419.5,235
178.8720539,1702909244,1702914434,2,pid,1702914474,,,235
176.7676768,1702909244,1702914456,2,pid,1702914474,,,235
171.0977558,1702909244,1702914477,2,predict,1702914477,-0.121351611,206651557,240
173.5798382,1702909244,1702914498,2,predict,1702914498,-0.095981686,163448744.8,240
163.5810319,1702909244,1702914520,2,predict,1702914520,-0.141581124,241100686.9,240
167.9292929,1702909244,1702914541,2,pid,1702914581,,,240
167.5084175,1702909244,1702914563,2,pid,1702914581,,,240
175.2855837,1702909244,1702914584,2,predict,1702914584,0.055730953,-94904908.98,245
179.2929293,1702909244,1702914606,2,pid,1702914646,,,245
182.6599327,1702909244,1702914628,2,pid,1702914646,,,245
192.9008906,1702909244,1702914649,2,predict,1702914649,0.366332448,-623832718.5,248
190.1182842,1702909244,1702914671,2,predict,1702914671,0.241367824,-411028638,248
181.399253,1702909244,1702914692,2,predict,1702914692,0.096335035,-164050184,248
194.9847972,1702909244,1702914714,2,predict,1702914714,0.112909394,-192274902.6,248
189.2485867,1702909244,1702914735,2,predict,1702914735,0.0728885,-124122737.3,248
199.0740741,1702909244,1702914756,2,pid,1702914796,,,248
194.023569,1702909244,1702914778,2,pid,1702914796,,,248
193.8090271,1702909244,1702914800,2,predict,1702914800,0.237019902,-403624517.6,255
200.0104177,1702909244,1702914821,2,predict,1702914821,0.003780442,-6437602.392,255
213.3838384,1702909244,1702914843,2,pid,1702914883,,,255
198.6531987,1702909244,1702914864,2,pid,1702914883,,,255
184.4987669,1702909244,1702914886,2,predict,1702914886,-0.399736041,680716606.8,259
180.3569421,1702909244,1702914907,2,predict,1702914907,-0.352126075,599640889,259
180.1818805,1702909244,1702914929,2,predict,1702914929,-0.307215535,523162064.4,259
183.9225589,1702909244,1702914950,2,pid,1702914990,,,259
189.8148148,1702909244,1702914972,2,pid,1702914990,,,259
204.1918406,1702909244,1702914993,2,predict,1702914993,0.547992381,-933184251,264
206.415682,1702909244,1702915015,2,predict,1702915015,0.120817923,-205742483.7,265
202.6618951,1702909244,1702915036,2,predict,1702915036,0.092912004,-158221076.3,265
201.5993266,1702909244,1702915058,2,pid,1702915098,,,265
213.3838384,1702909244,1702915079,2,pid,1702915098,,,265
211.6943851,1702909244,1702915101,2,predict,1702915101,0.30589132,-520906763.2,269
227.319386,1702909244,1702915122,2,predict,1702915122,0.35005978,-596121898,269
213.8894969,1702909244,1702915144,2,predict,1702915144,0.223791373,-381097527.4,269
225.1366737,1702909244,1702915165,2,predict,1702915165,0.210648806,-358716852.4,269
214.5316763,1702909244,1702915187,2,predict,1702915187,0.144101726,-245392827.7,269
210.7756823,1702909244,1702915208,2,predict,1702915208,0.092197528,-157004386.5,269
206.8203489,1702909244,1702915230,2,predict,1702915230,-0.144481641,246040156.2,275
192.643515,1702909244,1702915251,2,predict,1702915251,-0.222323998,378599087.5,275
210.8585859,1702909244,1702915273,2,pid,1702915313,,,275
207.0707071,1702909244,1702915294,2,pid,1702915313,,,275
194.6989629,1702909244,1702915316,2,predict,1702915316,-0.088639589,150945880.3,279
200.5190496,1702909244,1702915337,2,predict,1702915337,-0.046753369,79617197.6,279
203.6120327,1702909244,1702915358,2,predict,1702915358,-0.021750076,37038708.04,279
200.2040199,1702909244,1702915380,2,predict,1702915380,-0.040576205,69098009.45,279
177.6822103,1702909244,1702915401,2,predict,1702915401,-0.102585706,174694936.5,279
191.1996174,1702909244,1702915423,2,predict,1702915423,-0.090480353,154080545.4,279
191.8142017,1702909244,1702915444,2,predict,1702915444,-0.098157222,167153605.6,285
193.921928,1702909244,1702915466,2,predict,1702915466,-0.05058847,86148044.86,285
194.1206151,1702909244,1702915487,2,predict,1702915487,-0.033251929,56625382.39,285
195.0821036,1702909244,1702915508,2,predict,1702915508,-0.01937655,32996785.63,285
193.921928,1702909244,1702915530,2,predict,1702915530,-0.014727843,25080430.5,285
200.280911,1702909244,1702915551,2,predict,1702915551,0.00626211,-10663683.23,285
199.0740741,1702909244,1702915573,2,pid,1702915613,,,285
197.8114478,1702909244,1702915594,2,pid,1702915613,,,285
172.6386835,1702909244,1702915616,2,predict,1702915616,-0.334053898,568865742.8,293
180.5555556,1702909244,1702915637,2,pid,1702915677,,,293
183.0808081,1702909244,1702915659,2,pid,1702915677,,,293
178.3941128,1702909244,1702915681,2,predict,1702915681,-0.111813956,190409884.7,296
178.8908892,1702909244,1702915702,2,predict,1702915702,-0.046710397,79544016.73,296
181.7484346,1702909244,1702915724,2,predict,1702915724,-0.028398675,48360699.63,296
186.2814887,1702909244,1702915745,2,predict,1702915745,-0.006793248,11568479.79,296
191.0774411,1702909244,1702915766,2,pid,1702915806,,,296
197.3905724,1702909244,1702915788,2,pid,1702915806,,,296
210.5401974,1702909244,1702915810,2,predict,1702915810,0.361469665,-615552224.9,302
190.8802143,1702909244,1702915831,2,predict,1702915831,0.075469107,-128517370.3,302
207.0707071,1702909244,1702915853,2,pid,1702915893,,,302
192.7609428,1702909244,1702915874,2,pid,1702915893,,,302
190.9157566,1702909244,1702915896,2,predict,1702915896,-0.246399559,419597881.9,306
194.8653199,1702909244,1702915917,2,pid,1702915957,,,306
202.4410774,1702909244,1702915939,2,pid,1702915957,,,306
198.6483521,1702909244,1702915960,2,predict,1702915960,0.19461564,-331413906.5,309
181.5012221,1702909244,1702915982,2,predict,1702915982,-0.035929845,61185667.16,309
184.9471145,1702909244,1702916003,2,predict,1702916003,-0.064772172,110301724.1,309
183.1455877,1702909244,1702916025,2,predict,1702916025,-0.071406905,121600115.7,309
191.4983165,1702909244,1702916046,2,pid,1702916086,,,309
188.973064,1702909244,1702916068,2,pid,1702916086,,,309
191.9260749,1702909244,1702916090,2,predict,1702916090,0.240947052,-410312438.4,315
192.1680457,1702909244,1702916111,2,predict,1702916111,0.045982904,-78304864.46,315
181.713182,1702909244,1702916133,2,predict,1702916133,-0.083218708,141714632.7,315
178.4511785,1702909244,1702916154,2,pid,1702916194,,,315
191.0774411,1702909244,1702916176,2,pid,1702916194,,,315
192.20714,1702909244,1702916197,2,predict,1702916197,0.302209892,-514637947.5,320
190.7170391,1702909244,1702916219,2,predict,1702916219,0.193912995,-330217414.1,320
197.5373377,1702909244,1702916240,2,predict,1702916240,0.144534628,-246130197,320
201.5993266,1702909244,1702916261,2,pid,1702916301,,,320
204.5454545,1702909244,1702916283,2,pid,1702916301,,,320
202.3069436,1702909244,1702916304,2,predict,1702916304,0.060375012,-102813422.7,325
195.3019886,1702909244,1702916326,2,predict,1702916326,-0.010818753,18423597.11,325
207.0707071,1702909244,1702916347,2,pid,1702916387,,,325
204.5454545,1702909244,1702916369,2,pid,1702916387,,,325
229.7646345,1702909244,1702916390,2,predict,1702916390,0.53925163,-918300232.5,329
213.7599259,1702909244,1702916412,2,predict,1702916412,0.113221762,-192807012,329
217.762881,1702909244,1702916433,2,predict,1702916433,0.048298128,-82247495.33,329
195.3223496,1702909244,1702916455,2,predict,1702916455,0.021124866,-35973704.02,329
214.2465436,1702909244,1702916476,2,predict,1702916476,0.047418237,-80749116.14,329
199.7842493,1702909244,1702916497,2,predict,1702916497,-0.030770575,52399892.4,329
199.0090355,1702909244,1702916519,2,predict,1702916519,-0.168012835,286111993.9,335
196.1279461,1702909244,1702916540,2,pid,1702916580,,,335
193.6026936,1702909244,1702916562,2,pid,1702916580,,,335
198.5782647,1702909244,1702916584,2,predict,1702916584,0.073776162,-125634484.7,338
200.7575758,1702909244,1702916605,2,pid,1702916645,,,338
198.2323232,1702909244,1702916627,2,pid,1702916645,,,338
194.2233462,1702909244,1702916648,2,predict,1702916648,0.147582488,-251320504.8,341
183.0545032,1702909244,1702916670,2,predict,1702916670,-0.057545741,97995761.13,341
176.6193366,1702909244,1702916691,2,predict,1702916691,-0.109801401,186982791.2,341
175.7449234,1702909244,1702916713,2,predict,1702916713,-0.1224769,208568108.3,341
182.0914838,1702909244,1702916734,2,predict,1702916734,-0.218798227,372595304,345
194.8653199,1702909244,1702916756,2,pid,1702916796,,,345
199.4949495,1702909244,1702916777,2,pid,1702916796,,,345
186.834161,1702909244,1702916799,2,predict,1702916799,0.083465127,-142134002.6,348
188.046593,1702909244,1702916820,2,predict,1702916820,-0.001243499,2117735.329,348
191.2762024,1702909244,1702916842,2,predict,1702916842,0.038168781,-64998097.73,348
198.2323232,1702909244,1702916863,2,pid,1702916903,,,348
199.0740741,1702909244,1702916885,2,pid,1702916903,,,348
194.8238031,1702909244,1702916906,2,predict,1702916906,0.008725174,-14858084.6,353
185.1229105,1702909244,1702916928,2,predict,1702916928,-0.069207407,117854622.3,353
196.969697,1702909244,1702916949,2,pid,1702916989,,,353
180.5555556,1702909244,1702916971,2,pid,1702916989,,,353
177.4042186,1702909244,1702916992,2,predict,1702916992,-0.182493291,310771074.2,357
169.2249236,1702909244,1702917014,2,predict,1702917014,-0.203878527,347188355.3,357
171.3436009,1702909244,1702917035,2,predict,1702917035,-0.184781867,314668328.9,357
178.4511785,1702909244,1702917057,2,pid,1702917097,,,357
173.4006734,1702909244,1702917079,2,pid,1702917097,,,357
173.2435336,1702909244,1702917100,2,predict,1702917100,0.031263811,-53239531.12,362
178.4511785,1702909244,1702917121,2,pid,1702917161,,,362
176.7676768,1702909244,1702917143,2,pid,1702917161,,,362
176.9867314,1702909244,1702917165,2,predict,1702917165,0.110294399,-187822073.2,365
147.3795266,1702909244,1702917186,2,predict,1702917186,-0.157137003,267591436.4,365
165.2683124,1702909244,1702917208,2,predict,1702917208,-0.111575332,190003687.7,365
160.3713688,1702909244,1702917229,2,predict,1702917229,-0.102597596,174715346.2,365
161.6161616,1702909244,1702917251,2,pid,1702917291,,,365
162.8787879,1702909244,1702917272,2,pid,1702917291,,,365
169.4846068,1702909244,1702917294,2,predict,1702917294,0.064945538,-110596739.9,371
173.8215488,1702909244,1702917315,2,pid,1702917355,,,371
174.6632997,1702909244,1702917337,2,pid,1702917355,,,371
185.061917,1702909244,1702917358,2,predict,1702917358,0.120268374,-204806950.8,374
184.3367588,1702909244,1702917380,2,predict,1702917380,0.111023762,-189064139.8,375
174.2762558,1702909244,1702917401,2,predict,1702917401,0.003676139,-6260013.32,375
180.5555556,1702909244,1702917423,2,pid,1702917463,,,375
